"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_party","rsp_polscale","rsp_polside","rsp_polint","rsp_para_phone","exp_version","exp_post","exp_type","prs_n","prs_discuss","prs_friends","prs_gender","prs_language","prs_party","prs_polknow","prs_popularity","prs_religion","prs_shr_angle","prs_shr_party","prs_shr_theme","prs_post","prs_party_match","prs_shr_party_match","prs_party_like","prs_shr_party_like"
1002840,3,"30-59 yrs","Female","Lower or intermediate","Red Party (FL)",8,"Right",4,"Used smart phone","Person-only",2,"Read",1,"Seldom or never","Met (through work or school)","Female","Writes good norwegian","Christian Democrats (C)","A lot of knowledge",NA,"None",NA,NA,NA,0,"Preferes different parties",NA,3,NA
1002881,6,"60 yrs and above","Male","Higher","Labour Party (CL)",6,"Centre",3,"Used smart phone","Person-only",2,"Share",1,"Often","Met (have common friends)","Female","Writes bad norwegian","Agrarian Party (C)",NA,"Few shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,4,NA
1003744,3,"30-59 yrs","Male","Higher","Red Party (FL)",3,"Left",4,"Did not use smart phone","Person-only",2,"Share",1,"Often","Close friends","Female","Writes bad norwegian","Christian Democrats (C)",NA,"Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,2,NA
1008255,2,"30-59 yrs","Female","Higher","Red Party (FL)",2,"Left",4,"Did not use smart phone","Person-only",1,"Share",1,"Sometimes","Met (have common friends)","Female",NA,"Socialist Left Party (L)","A little knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,6,NA
1009535,3,"30-59 yrs","Female","Lower or intermediate","Conservative Party (CR)",8,"Right",3,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes","Met (through work or school)","Male","Writes bad norwegian","Christian Democrats (C)","A little knowledge",NA,"Islam",NA,NA,NA,0,"Preferes different parties",NA,3,NA
1009466,3,"30-59 yrs","Female","Higher",NA,6,"Centre",4,"Did not use smart phone","Person-only",1,"Read",1,"Often","Close friends","Male",NA,"Red Party (FL)","A lot of knowledge","Few shares posts","None",NA,NA,NA,1,NA,NA,4,NA
1002112,4,"30-59 yrs","Male","Higher","Labour Party (CL)",5,"Left",3,"Did not use smart phone","Person-only",1,"Read",1,"Often","Met (through work or school)",NA,"Writes bad norwegian","Liberal Party (C)","A lot of knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,4,NA
1006668,6,"60 yrs and above","Male","Higher","Socialist Left Party (L)",3,"Left",3,"Did not use smart phone","Person-only",2,"Read",1,"Often","Close friends",NA,"Writes good norwegian","Red Party (FL)","A lot of knowledge","Many shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,5,NA
1005763,5,"30-59 yrs","Female","Lower or intermediate",NA,4,"Left",4,"Did not use smart phone","Person-only",2,"Read",1,"Often","Met (have common friends)","Male","Writes bad norwegian",NA,"A lot of knowledge","Few shares posts","Islam",NA,NA,NA,0,NA,NA,NA,NA
1000345,6,"60 yrs and above","Male","Higher","Conservative Party (CR)",8,"Right",4,"Did not use smart phone","Person-only",1,"Read",1,"Often","Close friends","Male","Writes good norwegian",NA,"A little knowledge","Few shares posts","Islam",NA,NA,NA,1,NA,NA,NA,NA
1002057,7,"60 yrs and above","Female","Higher","Conservative Party (CR)",7,"Right",4,"Did not use smart phone","Person-only",1,"Share",1,"Seldom or never","Met (have common friends)","Male","Writes good norwegian","Conservative Party (CR)","A lot of knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes the same party",NA,6,NA
1001436,3,"30-59 yrs","Female","Higher","Conservative Party (CR)",7,"Right",2,"Did not use smart phone","Person-only",1,"Read",1,"Often","Close friends","Male",NA,"Labour Party (CL)","A lot of knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,3,NA
1008275,7,"60 yrs and above","Male","Higher","Conservative Party (CR)",8,"Right",3,"Did not use smart phone","Person-only",1,"Share",1,"Sometimes","Met (through work or school)","Female",NA,"Liberal Party (C)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,3,NA
1006919,3,"30-59 yrs","Male","Higher","Conservative Party (CR)",4,"Left",5,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never","Met (have common friends)","Female",NA,"Labour Party (CL)","A lot of knowledge","Few shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,5,NA
1009768,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)",7,"Right",4,"Did not use smart phone","Person-only",1,"Read",1,NA,"Met (through work or school)","Male","Writes bad norwegian","Red Party (FL)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,2,NA
1000478,5,"30-59 yrs","Male","Higher","Progress Party (FR)",11,"Right",5,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never","Met (through work or school)","Female","Writes bad norwegian","Agrarian Party (C)","A little knowledge",NA,"Christianity",NA,NA,NA,1,"Preferes different parties",NA,2,NA
1008746,5,"30-59 yrs","Female","Higher","Agrarian Party (C)",6,"Centre",5,"Did not use smart phone","Person-only",2,"Share",1,"Often","Met (have common friends)","Male","Writes good norwegian","Liberal Party (C)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,4,NA
1005925,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)",4,"Left",3,"Used smart phone","Person-only",2,"Share",1,"Sometimes","Met (have common friends)","Male","Writes good norwegian","Red Party (FL)","A little knowledge","Few shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,5,NA
1000282,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)",3,"Left",3,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never","Met (through work or school)","Female","Writes good norwegian","Liberal Party (C)","A little knowledge","Few shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,4,NA
1008737,2,"30-59 yrs","Male","Higher","Conservative Party (CR)",7,"Right",3,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Close friends","Female","Writes good norwegian","Progress Party (FR)",NA,"Few shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,3,NA
1001179,3,"30-59 yrs","Female","Higher","Conservative Party (CR)",5,"Left",4,"Did not use smart phone","Person-only",2,"Read",1,"Often","Met (through work or school)","Female","Writes bad norwegian","Labour Party (CL)","A little knowledge","Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,6,NA
1001097,5,"30-59 yrs","Female","Higher","Progress Party (FR)",7,"Right",3,"Used smart phone","Person-only",2,"Share",1,"Seldom or never","Met (have common friends)",NA,"Writes bad norwegian","Red Party (FL)","A little knowledge","Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,1,NA
1000341,6,"60 yrs and above","Male","Lower or intermediate","Agrarian Party (C)",6,"Centre",4,"Did not use smart phone","Person-only",1,"Read",1,"Often","Close friends","Female",NA,"Socialist Left Party (L)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,2,NA
1000444,2,"30-59 yrs","Female","Higher","Socialist Left Party (L)",4,"Left",4,"Used smart phone","Person-only",1,"Share",1,"Seldom or never","Close friends","Female","Writes good norwegian","Liberal Party (C)","A little knowledge","Many shares posts",NA,NA,NA,NA,1,"Preferes different parties",NA,5,NA
1001170,6,"60 yrs and above","Male","Higher","Conservative Party (CR)",8,"Right",5,"Did not use smart phone","Person-only",2,"Share",1,"Seldom or never","Met (through work or school)",NA,"Writes good norwegian","Green Party (C)","A lot of knowledge","Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,3,NA
1007848,3,"30-59 yrs","Male","Higher","Labour Party (CL)",6,"Centre",4,"Did not use smart phone","Person-only",1,"Share",1,"Seldom or never",NA,"Female","Writes bad norwegian","Liberal Party (C)","A little knowledge","Few shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,4,NA
1008340,4,"30-59 yrs","Male","Higher","Conservative Party (CR)",8,"Right",4,"Used smart phone","Person-only",2,"Share",1,"Sometimes","Met (through work or school)","Female","Writes bad norwegian","Christian Democrats (C)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,2,NA
1000756,3,"30-59 yrs","Male","Higher","Labour Party (CL)",5,"Left",3,"Used smart phone","Person-only",2,"Read",1,"Seldom or never","Met (have common friends)","Male","Writes bad norwegian","Liberal Party (C)","A little knowledge",NA,"None",NA,NA,NA,0,"Preferes different parties",NA,5,NA
1009805,6,"60 yrs and above","Male","Higher","Labour Party (CL)",3,"Left",5,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Met (through work or school)","Female","Writes bad norwegian",NA,"A lot of knowledge","Few shares posts","Islam",NA,NA,NA,0,NA,NA,NA,NA
1007724,4,"30-59 yrs","Female","Higher","Socialist Left Party (L)",3,"Left",4,"Used smart phone","Person-only",1,"Share",1,"Sometimes","Close friends","Female","Writes bad norwegian","Conservative Party (CR)","A little knowledge",NA,"Islam",NA,NA,NA,1,"Preferes different parties",NA,4,NA
1001381,4,"30-59 yrs","Female","Higher","Labour Party (CL)",7,"Right",2,"Did not use smart phone","Person-only",1,"Share",1,"Sometimes","Met (have common friends)","Female","Writes bad norwegian",NA,"A lot of knowledge","Many shares posts","Islam",NA,NA,NA,1,NA,NA,NA,NA
1005774,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)",5,"Left",3,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes","Met (through work or school)","Male","Writes good norwegian","Conservative Party (CR)","A little knowledge","Many shares posts",NA,NA,NA,NA,0,"Preferes different parties",NA,2,NA
1010513,6,"60 yrs and above","Female","Higher","Labour Party (CL)",3,"Left",5,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Met (through work or school)","Male","Writes good norwegian","Red Party (FL)","A little knowledge","Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,1,NA
1010222,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)",10,"Right",3,"Did not use smart phone","Person-only",1,"Read",1,"Often","Met (have common friends)","Male",NA,"Agrarian Party (C)","A little knowledge","Many shares posts","Islam",NA,NA,NA,1,"Preferes different parties",NA,3,NA
1006373,3,"30-59 yrs","Male","Higher","Progress Party (FR)",9,"Right",4,"Did not use smart phone","Person-only",1,"Read",1,"Often","Close friends","Male","Writes good norwegian",NA,"A lot of knowledge","Few shares posts","None",NA,NA,NA,1,NA,NA,NA,NA
1001688,6,"60 yrs and above","Female","Higher","Socialist Left Party (L)",4,"Left",4,"Did not use smart phone","Person-only",1,"Read",1,"Often","Close friends","Male",NA,"Liberal Party (C)","A lot of knowledge","Few shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,5,NA
1000164,2,"30-59 yrs","Male","Higher","Labour Party (CL)",5,"Left",4,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never","Met (have common friends)",NA,"Writes good norwegian","Green Party (C)","A lot of knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,2,NA
1002199,6,"60 yrs and above","Male","Higher","Labour Party (CL)",4,"Left",4,"Used smart phone","Person-only",1,"Share",1,"Seldom or never",NA,"Female","Writes bad norwegian","Red Party (FL)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,1,"Preferes different parties",NA,3,NA
1000502,6,"60 yrs and above","Female","Lower or intermediate","Agrarian Party (C)",6,"Centre",4,"Did not use smart phone","Person-only",1,"Read",1,"Often","Met (through work or school)","Male","Writes good norwegian","Labour Party (CL)","A lot of knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,6,NA
1000404,3,"30-59 yrs","Female","Higher","Labour Party (CL)",4,"Left",4,"Used smart phone","Person-only",1,"Share",1,"Sometimes","Close friends","Male","Writes bad norwegian","Red Party (FL)","A lot of knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,3,NA
1010197,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)",4,"Left",1,"Did not use smart phone","Person-only",2,"Read",1,"Often","Close friends","Male","Writes bad norwegian","Green Party (C)","A little knowledge","Few shares posts",NA,NA,NA,NA,0,"Preferes different parties",NA,4,NA
1010427,5,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)",7,"Right",4,"Did not use smart phone","Person-only",1,"Share",1,"Sometimes",NA,"Male","Writes bad norwegian","Agrarian Party (C)","A lot of knowledge","Few shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,1,NA
1005021,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)",4,"Left",3,"Used smart phone","Person-only",1,"Read",1,"Sometimes","Met (have common friends)","Female","Writes bad norwegian",NA,"A little knowledge","Many shares posts","None",NA,NA,NA,1,NA,NA,NA,NA
1007571,5,"30-59 yrs","Male","Higher","Labour Party (CL)",7,"Right",4,"Did not use smart phone","Person-only",1,"Share",1,"Sometimes","Met (through work or school)","Male","Writes bad norwegian","Conservative Party (CR)","A lot of knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,6,NA
1001883,5,"30-59 yrs","Female","Lower or intermediate",NA,7,"Right",3,"Did not use smart phone","Person-only",1,"Share",1,"Often","Close friends","Female","Writes bad norwegian","Christian Democrats (C)","A lot of knowledge","Few shares posts","None",NA,NA,NA,1,NA,NA,2,NA
1009251,6,"60 yrs and above","Male","Higher","Labour Party (CL)",4,"Left",5,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Met (through work or school)",NA,"Writes bad norwegian","Liberal Party (C)","A little knowledge","Many shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,3,NA
1006985,7,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)",9,"Right",3,"Did not use smart phone","Person-only",2,"Share",1,NA,"Close friends","Male","Writes good norwegian","Labour Party (CL)","A little knowledge","Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,4,NA
1001274,5,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)",8,"Right",4,"Did not use smart phone","Person-only",2,"Read",1,NA,"Met (have common friends)","Male","Writes bad norwegian","Red Party (FL)","A little knowledge","Many shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,1,NA
1003106,5,"60 yrs and above","Female","Higher","Labour Party (CL)",3,"Left",4,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Close friends","Female","Writes bad norwegian","Christian Democrats (C)","A little knowledge",NA,"None",NA,NA,NA,0,"Preferes different parties",NA,4,NA
